datum,kumulativni_pocet_nakazenych,kumulativni_pocet_vylecenych,kumulativni_pocet_umrti,kumulativni_pocet_testu,kumulativni_pocet_ag_testu,prirustkovy_pocet_nakazenych,prirustkovy_pocet_vylecenych,prirustkovy_pocet_umrti,prirustkovy_pocet_provedenych_testu,prirustkovy_pocet_provedenych_ag_testu
2021-03-18,1454918,1278707,24870,5957459,5154259,10750,13773,214,30853,199523
2021-03-19,1464683,1292197,25044,5989555,5316713,9765,13490,174,32096,162454
2021-03-20,1470214,1297127,25229,6006662,5365173,5531,4930,185,17107,48460
2021-03-21,1472620,1301119,25422,6014617,5417866,2406,3992,193,7955,52693
2021-03-22,1480903,1316997,25632,6044217,5677523,8283,15878,210,29600,259657
2021-03-23,1491986,1331738,25825,6077760,5906441,11083,14741,193,33543,228918
2021-03-24,1500881,1344992,26010,6105978,6123019,8895,13254,185,28218,216578
2021-03-25,1508845,1357449,26171,6133709,6334405,7964,12457,161,27731,211386
2021-03-26,1516609,1369719,26326,6160815,6499135,7764,12270,155,27106,164730
2021-03-27,1520597,1373959,26507,6173442,6539564,3988,4240,181,12627,40429
2021-03-28,1522348,1377301,26624,6179753,6584282,1751,3342,117,6311,44718
2021-03-29,1529308,1391830,26805,6206756,6857938,6960,14529,181,27003,273656
2021-03-30,1537977,1404507,26976,6235732,7091159,8669,12677,171,28976,233221
2021-03-31,1545267,1415524,27130,6261738,7313836,7290,11017,154,26006,222677
2021-04-01,1551537,1425281,27282,6286573,7568557,6270,9757,152,24835,254721
2021-04-02,1555397,1434649,27386,6301201,7622778,3860,9368,104,14628,54221
2021-04-03,1557564,1437637,27513,6309576,7660069,2167,2988,127,8375,37291
2021-04-04,1559500,1440177,27659,6316671,7696098,1936,2540,146,7095,36029
2021-04-05,1560944,1451281,27783,6324268,7756005,1444,11104,124,7597,59907
2021-04-06,1566553,1461093,27898,6349950,8157447,5609,9812,115,25682,401442
2021-04-07,1573624,1469749,28019,6377750,8422578,7071,8656,121,27800,265131
2021-04-08,1578937,1476886,28141,6400090,8657587,5313,7137,122,22340,235009
2021-04-09,1583793,1484410,28248,6422822,8819213,4856,7524,107,22732,161626
2021-04-10,1586016,1486739,28358,6433944,8862223,2223,2329,110,11122,43010
2021-04-11,1587005,1488720,28451,6439812,8916787,989,1981,93,5868,54564
2021-04-12,1590895,1498255,28535,6461331,9212486,3890,9535,84,21519,295699
2021-04-13,1596007,1505935,28626,6485604,9473710,5112,7680,91,24273,261224
2021-04-14,1599739,1512602,28716,6506652,9708484,3732,6667,90,21048,234774
2021-04-15,1603035,1518708,28802,6524142,9936455,3296,6106,86,17490,227971
2021-04-16,1606271,1521189,28868,6543332,10087265,3236,2481,66,19190,150810
2021-04-17,1607817,1523255,28942,6553091,10128784,1546,2066,74,9759,41519
2021-04-18,1608661,1525001,29020,6559280,10189411,844,1746,78,6189,60627
2021-04-19,1612021,1526536,29092,6580888,10491317,3360,1535,72,21608,301906
2021-04-20,1615845,1534320,29156,6603194,10747046,3824,7784,64,22306,255729
2021-04-21,1618820,1540608,29220,6622417,10979984,2975,6288,64,19223,232938
2021-04-22,1621467,1545225,29276,6640575,11213822,2647,4617,56,18158,233838
2021-04-23,1624091,1549424,29330,6658803,11372237,2624,4199,54,18228,158415
2021-04-24,1625413,1550857,29387,6668025,11418458,1322,1433,57,9222,46221
2021-04-25,1626246,1552020,29440,6673428,11474636,833,1163,53,5403,56178
2021-04-26,1628860,1557599,29498,6694464,11780401,2614,5579,58,21036,305765
2021-04-27,1632121,1561739,29549,6714558,12038218,3261,4140,51,20094,257817
2021-04-28,1634622,1565313,29616,6734306,12276432,2501,3574,67,19748,238214
2021-04-29,1636862,1568354,29659,6753210,12515467,2240,3041,43,18904,239035
2021-04-30,1639052,1571381,29709,6772582,12674998,2190,3027,50,19372,159531
2021-05-01,1640234,1572397,29742,6782910,12710615,1182,1016,33,10328,35617
2021-05-02,1640753,1573192,29778,6788691,12780945,519,795,36,5781,70330
2021-05-03,1642983,1577700,29818,6808384,13130621,2230,4508,40,19693,349676
2021-05-04,1645415,1580954,29862,6828145,13413406,2432,3254,44,19761,282785
2021-05-05,1647306,1583708,29899,6844829,13668024,1891,2754,37,16684,254618
2021-05-06,1648894,1586304,29942,6860748,13917160,1588,2596,43,15919,249136
2021-05-07,1650547,1589040,29971,6878732,14081711,1653,2736,29,17984,164551
2021-05-08,1651279,1589886,30003,6890869,14119911,732,846,32,12137,38200
2021-05-09,1651669,1590524,30038,6896751,14188308,390,638,35,5882,68397
2021-05-10,1653233,1594330,30071,6918977,14543173,1564,3806,33,22226,354865
2021-05-11,1654936,1596991,30104,6936437,14820977,1703,2661,33,17460,277804
2021-05-12,1656212,1599375,30137,6951708,15069014,1276,2384,33,15271,248037
2021-05-13,1657447,1601471,30159,6966026,15323343,1235,2096,22,14318,254329
2021-05-14,1658507,1603615,30177,6983415,15490575,1060,2144,18,17389,167232
2021-05-15,1659106,1604270,30193,6998482,15530601,599,655,16,15067,40026
2021-05-16,1659367,1604842,30206,7005602,15597112,261,572,13,7120,66511
2021-05-17,1660511,1607674,30229,7042092,15983194,1144,2832,23,36490,386082
2021-05-18,1661725,1609676,30243,7066780,16273370,1214,2002,14,24688,290176
2021-05-19,1662510,1611501,30260,7092069,16535283,785,1825,17,25289,261913
2021-05-20,1663202,1613011,30277,7111408,16804438,692,1510,17,19339,269155
2021-05-21,1663885,1614559,30290,7139089,17004045,683,1548,13,27681,199607
2021-05-22,1664222,1614954,30301,7148992,17051872,337,395,11,9903,47827
2021-05-23,1664421,1615333,30314,7153456,17119659,199,379,13,4464,67787
2021-05-24,1665125,1617421,30320,7183747,17477714,704,2088,6,30291,358055
2021-05-25,1665794,1618900,30328,7205124,17734934,669,1479,8,21377,257220
2021-05-26,1666349,1620187,30338,7226938,17956361,555,1287,10,21814,221427
2021-05-27,1666866,1621257,30354,7244254,18187123,517,1070,16,17316,230762
2021-05-28,1667330,1622330,30361,7266231,18367356,464,1073,7,21977,180233
2021-05-29,1667553,1622691,30367,7275199,18414344,223,361,6,8968,46988
2021-05-30,1667666,1622997,30371,7279702,18474840,113,306,4,4503,60496
2021-05-31,1668192,1624420,30381,7308077,18801597,526,1423,10,28375,326757
2021-06-01,1668677,1625428,30388,7333824,19028614,485,1008,7,25747,227017
2021-06-02,1669035,1626153,30393,7360095,19229866,358,725,5,26271,201252
2021-06-03,1669472,1626799,30396,7386283,19442972,437,646,3,26188,213106
2021-06-04,1669803,1627481,30403,7412917,19607530,331,682,7,26634,164558
2021-06-05,1669956,1627709,30406,7424979,19646648,153,228,3,12062,39118
2021-06-06,1670055,1627882,30410,7430912,19696187,99,173,4,5933,49539
2021-06-07,1670355,1628755,30414,7462764,19958634,300,873,4,31852,262447
2021-06-08,1670744,1629370,30420,7486326,20148396,389,615,6,23562,189762
2021-06-09,1671008,1629902,30422,7516806,20321409,264,532,2,30480,173013
2021-06-10,1671205,1630370,30428,7537686,20510534,197,468,6,20880,189125
2021-06-11,1671389,1630774,30430,7565775,20663798,184,404,2,28089,153264
2021-06-12,1671466,1630932,30434,7578109,20699998,77,158,4,12334,36200
2021-06-13,1671508,1631046,30437,7584663,20742700,42,114,3,6554,42702
2021-06-14,1671687,1631711,30437,7618444,20967349,179,665,0,33781,224649
2021-06-15,1671901,1632151,30441,7646190,21135169,214,440,4,27746,167820
2021-06-16,1672035,1632511,30442,7677050,21291928,134,360,1,30860,156759
2021-06-17,1672201,1632807,30447,7706036,21475241,166,296,5,28986,183313
2021-06-18,1672351,1633102,30450,7743354,21621746,150,295,3,37318,146505
2021-06-19,1672415,1633227,30450,7756887,21657801,64,125,0,13533,36055
2021-06-20,1672474,1633306,30451,7763859,21695241,59,79,1,6972,37440
2021-06-21,1672597,1633732,30452,7794837,21893629,123,426,1,30978,198388
2021-06-22,1672709,1634001,30455,7820066,22035725,112,269,3,25229,142096
2021-06-23,1672825,1634207,30455,7844247,22173527,116,206,0,24181,137802
2021-06-24,1672926,1634386,30459,7874009,22328026,101,179,4,29762,154499
2021-06-25,1673059,1634565,30460,7902118,22450361,133,179,1,28109,122335
2021-06-26,1673126,1634605,30462,7926034,22480409,67,40,2,23916,30048
2021-06-27,1673185,1634656,30462,7933704,22513409,59,51,0,7670,33000
2021-06-28,1673341,1634886,30462,7966194,22685582,156,230,0,32490,172173
2021-06-29,1673503,1635041,30462,8010314,22786626,162,155,0,44120,101044
2021-06-30,1673643,1635147,30464,8049494,22889005,140,106,2,39180,102379
2021-07-01,1673813,1635268,30465,8098353,22972895,170,121,1,48859,83890
2021-07-02,1673981,1635391,30467,8148108,23082619,168,123,2,49755,109724
2021-07-03,1674106,1635440,30467,8185969,23124898,125,49,0,37861,42279
2021-07-04,1674215,1635488,30469,8198778,23160025,109,48,2,12809,35127
2021-07-05,1674345,1635612,30469,8211477,23196768,130,124,0,12699,36743
2021-07-06,1674456,1635703,30469,8221151,23228084,111,91,0,9674,31316
2021-07-07,1674738,1635826,30470,8244817,23288426,282,123,1,23666,60342
2021-07-08,1674998,1635929,30470,8276448,23353464,260,103,0,31631,65038
2021-07-09,1675286,1636035,30470,8314130,23452639,288,106,0,37682,99175
2021-07-10,1675450,1636098,30470,8339882,23498601,164,63,0,25752,45962
2021-07-11,1675608,1636179,30472,8354128,23552513,158,81,2,14246,53912
2021-07-12,1675852,1636350,30472,8384486,23643810,244,171,0,30358,91297
2021-07-13,1676175,1636502,30472,8415360,23708470,323,152,0,30874,64660
2021-07-14,1676434,1636682,30472,8444599,23766342,259,180,0,29239,57872
2021-07-15,1676654,1636832,30472,8481899,23849212,220,150,0,37300,82870
2021-07-16,1676899,1636994,30474,8528673,23960549,245,162,2,46774,111337
2021-07-17,1677096,1637078,30474,8561067,24014549,197,84,0,32394,54000
